Subúrbio,Endereço,Salas,Tipo,Distância,Código Postal,Quartos,Banheiros,Garagem,Tamanho do Terreno,Área Construída,Ano de Construção,Latitude,Longitude,Quantidade de Imóveis na Região,Preço,Preço Previsto LightGBM,Erro Percentual
Keilor Downs,1/49 Goodwood Dr,3,Apartamento,15.5,3038.0,,,,,,,,,3656.0,"$585,000.00","$613,244.56",4.83%
Keilor Downs,2/1 Gunsynd Ct,3,Apartamento,15.5,3038.0,,,,,,,,,3656.0,"$590,000.00","$613,244.56",3.94%
Keilor East,4 Brees Rd,5,Casa,11.7,3033.0,5.0,3.0,2.0,547.0,348.0,1970.0,-37.75014,144.87182,5629.0,"$1,080,000.00","$1,154,274.23",6.88%
Keilor East,3/17 Cohen St,2,Apartamento,11.7,3033.0,,,,,,,,,5629.0,"$636,000.00","$640,494.93",0.71%
Kensington,211/255 Racecourse Rd,2,Apartamento,3.4,3031.0,,,,,,,,,5263.0,"$450,000.00","$537,803.28",19.51%
Kew,2/29 Barrington Av,2,Apartamento,5.4,3101.0,,,,,,,,,10331.0,"$610,000.00","$601,981.89",1.31%
Kew,6 Bowyer Av,5,Casa,5.4,3101.0,5.0,3.0,4.0,734.0,,,-37.80672,145.05511,10331.0,"$3,350,000.00","$3,232,557.36",3.51%
Kew,5 Bright St,4,Casa,5.4,3101.0,4.0,2.0,2.0,612.0,196.0,1930.0,-37.80166,145.04333,10331.0,"$1,925,000.00","$2,186,861.88",13.60%
Kew,29 Cecil St,4,Casa,5.4,3101.0,4.0,2.0,2.0,568.0,,,-37.80742,145.05185,10331.0,"$1,950,000.00","$2,394,992.22",22.82%
Kew,21 Dean St,4,Casa,5.4,3101.0,4.0,2.0,2.0,621.0,,1889.0,-37.81552,145.05753,10331.0,"$2,810,000.00","$2,603,282.15",7.36%
Kew,5 Majella Ct,3,Casa,5.4,3101.0,3.0,2.0,2.0,844.0,,,-37.80619,145.05723,10331.0,"$3,300,000.00","$2,826,842.42",14.34%
Kew,18 Pakington St,5,Casa,5.4,3101.0,5.0,2.0,2.0,660.0,221.0,1915.0,-37.80427,145.03464,10331.0,"$2,600,000.00","$2,601,246.72",0.05%
Kew,10/60 Princess St,2,Apartamento,5.4,3101.0,,,,,,,,,10331.0,"$490,000.00","$601,981.89",22.85%
Kew,7 Thomas St,4,Casa,5.4,3101.0,4.0,3.0,3.0,774.0,115.0,2004.0,-37.81152,145.04885,10331.0,"$3,900,000.00","$3,451,674.70",11.50%
Kew East,16 Frater St,3,Casa,7.3,3102.0,3.0,1.0,2.0,701.0,,,-37.79148,145.06111,2671.0,"$1,759,000.00","$1,820,062.55",3.47%
Kew East,2/8 Hamilton St,2,Apartamento,7.3,3102.0,,,,,,,,,2671.0,"$960,000.00","$678,931.81",29.28%
Kew East,65 Munro St,4,Casa,7.3,3102.0,4.0,2.0,2.0,808.0,280.0,1939.0,-37.78783,145.06274,2671.0,"$2,400,000.00","$2,118,956.45",11.71%
Kilsyth,34 Beatrice St,4,Casa,26.0,3137.0,4.0,2.0,4.0,900.0,,,-37.79783,145.31924,4654.0,"$855,000.00","$824,697.21",3.54%
Kilsyth,4/20 Durham Rd,3,Apartamento,26.0,3137.0,,,,,,,,,4654.0,"$630,000.00","$624,271.15",0.91%
Kilsyth,7/4 Palm Gr,2,Apartamento,26.0,3137.0,,,,,,,,,4654.0,"$560,000.00","$510,773.61",8.79%
Kings Park,19 Aldergate Cr,3,Casa,14.0,3021.0,3.0,1.0,4.0,706.0,18.0,1985.0,-37.74012,144.7718,2878.0,"$585,000.00","$640,035.21",9.41%
Kings Park,1/367 Taylors Rd,2,Apartamento,14.0,3021.0,,,,,,,,,2878.0,"$440,000.00","$429,014.24",2.50%
Kingsville,112 Wales St,4,Casa,6.4,3012.0,4.0,2.0,2.0,373.0,150.0,1915.0,-37.8117,144.87925,1808.0,"$1,480,000.00","$1,222,784.91",17.38%
Knoxfield,36 Laura Rd,5,Casa,23.3,3180.0,,,,,,,,,2949.0,"$795,000.00","$965,632.97",21.46%
Knoxfield,114 Oconnor Rd,4,Casa,23.3,3180.0,,,,,,,-37.88817,145.24062,2949.0,"$830,000.00","$858,860.14",3.48%
Kooyong,4/459 Glenferrie Rd,2,Apartamento,5.9,3144.0,,,,,,,,,394.0,"$1,310,000.00","$652,343.91",50.20%
Lalor,56 French St,3,Casa,16.3,3075.0,3.0,1.0,1.0,700.0,,,-37.6726,145.02001,8279.0,"$784,000.00","$683,811.16",12.78%
Lilydale,29 Bristol Cr,3,Casa,29.9,3140.0,3.0,2.0,1.0,649.0,,,-37.7668,145.36781,6732.0,"$660,000.00","$635,542.37",3.71%
Lower Plenty,6/8 Longs Rd,2,Apartamento,14.6,3093.0,,,,,,,,,1624.0,"$540,000.00","$584,072.49",8.16%
MacLeod,37 Chapman St,2,Casa,12.7,3085.0,,,,,,,,,4168.0,"$907,000.00","$742,984.21",18.08%
MacLeod,3/64 Erskine Rd,3,Terreno,12.7,3085.0,,,,,,,,,4168.0,"$770,000.00","$758,875.91",1.44%
Maidstone,5/19 Burns St,2,Terreno,6.4,3012.0,,,,,,,,,3873.0,"$600,000.00","$547,112.22",8.81%
Maidstone,11/44 Eucalyptus Dr,2,Apartamento,6.4,3012.0,,,,,,,,,3873.0,"$420,000.00","$415,248.88",1.13%
Maidstone,5 Smith St,3,Casa,6.4,3012.0,3.0,1.0,2.0,427.0,123.0,1960.0,-37.77916,144.87998,3873.0,"$830,000.00","$835,434.71",0.65%
Malvern,2 Embling Rd,5,Casa,5.9,3144.0,5.0,3.0,2.0,879.0,,,-37.85279,145.03059,4675.0,"$4,510,000.00","$5,008,406.93",11.05%
Malvern,6B Henderson Av,4,Casa,5.9,3144.0,4.0,3.0,2.0,465.0,,,-37.84783,145.03492,4675.0,"$5,040,000.00","$4,000,839.98",20.62%
Malvern,13 Wilks Av,5,Casa,5.9,3144.0,5.0,4.0,4.0,900.0,435.0,1930.0,-37.84802,145.03341,4675.0,"$6,300,000.00","$6,041,935.34",4.10%
Malvern East,1B Ivanhoe Gr,4,Terreno,8.4,3145.0,4.0,2.0,1.0,170.0,,,-37.87837,145.08093,8801.0,"$1,042,000.00","$1,079,073.55",3.56%
Malvern East,11 Karma Av,4,Casa,8.4,3145.0,4.0,2.0,2.0,647.0,,,-37.88331,145.06464,8801.0,"$2,105,000.00","$2,141,230.14",1.72%
Malvern East,2 Peak St,3,Casa,8.4,3145.0,3.0,1.0,3.0,725.0,,1950.0,-37.88009,145.08792,8801.0,"$1,351,000.00","$1,625,016.52",20.28%
Maribyrnong,24 Gatehouse Pl,2,Casa,4.3,3032.0,2.0,1.0,1.0,4627.0,70.0,1911.0,-37.77394,144.88112,4918.0,"$527,000.00","$804,133.00",52.59%
Maribyrnong,45 Magazine Wy,4,Casa,4.3,3032.0,4.0,4.0,2.0,311.0,,,-37.78506,144.8984,4918.0,"$1,440,000.00","$1,417,857.68",1.54%
Meadow Heights,1 Camms Wy,3,Casa,17.4,3048.0,3.0,1.0,1.0,487.0,,,-37.6578,144.91286,4704.0,"$520,000.00","$464,055.66",10.76%
Meadow Heights,5 Homewood Ct,3,Casa,17.4,3048.0,3.0,1.0,,650.0,,,-37.65739,144.91854,4704.0,"$445,000.00","$540,126.69",21.38%
Meadow Heights,16 Hopkins Wy,3,Casa,17.4,3048.0,3.0,1.0,2.0,563.0,,,-37.64159,144.92453,4704.0,"$510,500.00","$472,905.77",7.36%
Meadow Heights,25 Melaleuca Dr,3,Casa,17.4,3048.0,3.0,2.0,1.0,470.0,115.0,1990.0,-37.64676,144.91356,4704.0,"$480,000.00","$464,339.75",3.26%
Meadow Heights,5 Mia Pl,4,Casa,17.4,3048.0,4.0,2.0,2.0,510.0,,,-37.64097,144.91952,4704.0,"$460,000.00","$551,477.08",19.89%
Melbourne,704/39 Queen St,1,Apartamento,0.0,3000.0,,,,,,,,,17496.0,"$415,000.00","$477,595.89",15.08%
Melbourne,37/453 St Kilda Rd,2,Apartamento,0.0,3000.0,,,,,,,,,17496.0,"$1,260,000.00","$725,339.39",42.43%
Melbourne,602/519 St Kilda Rd,2,Apartamento,0.0,3000.0,,,,,,,,,17496.0,"$650,000.00","$743,124.27",14.33%
Melton South,24 Brennan St,3,Casa,29.8,3338.0,3.0,1.0,3.0,603.0,114.0,1975.0,-37.70478,144.57211,4718.0,"$443,000.00","$375,588.96",15.22%
Melton West,4 Eliana Cl,3,Casa,31.7,3337.0,3.0,2.0,5.0,879.0,169.0,1990.0,-37.66952,144.55359,6065.0,"$465,000.00","$580,202.47",24.77%
Mentone,1/4 Alvena St,3,Terreno,20.0,3194.0,,,,,,,,,6162.0,"$1,070,000.00","$980,326.98",8.38%
Mentone,83 Collins St,4,Casa,20.0,3194.0,4.0,3.0,1.0,635.0,,1933.0,-37.97967,145.06246,6162.0,"$1,530,000.00","$1,423,502.55",6.96%
Mentone,23 Flinders St,4,Casa,20.0,3194.0,4.0,2.0,2.0,604.0,192.0,1940.0,-37.97575,145.0575,6162.0,"$1,535,000.00","$1,384,090.40",9.83%
Mernda,49 Cortona Gra,3,Casa,25.9,3754.0,3.0,2.0,1.0,336.0,,,-37.60419,145.08172,5812.0,"$508,000.00","$526,488.64",3.64%
Mernda,7 Francesca Dr,4,Casa,25.9,3754.0,4.0,2.0,2.0,553.0,193.0,2010.0,-37.60786,145.08913,5812.0,"$720,000.00","$634,819.68",11.83%
Mernda,25 Lockhart St,4,Casa,25.9,3754.0,4.0,2.0,2.0,336.0,,,-37.58557,145.08408,5812.0,"$500,000.00","$532,309.29",6.46%
Middle Park,1/267 Beaconsfield Pde,2,Apartamento,3.0,3206.0,,,,,,,,,2019.0,"$1,150,000.00","$1,088,955.16",5.31%
Middle Park,36 Park Rd,4,Casa,3.0,3206.0,4.0,2.0,0.0,199.0,192.0,1900.0,-37.85372,144.96579,2019.0,"$2,650,000.00","$2,920,929.15",10.22%
Mill Park,60 Blackman Av,4,Casa,17.9,3082.0,4.0,2.0,1.0,604.0,,,-37.66356,145.06762,10529.0,"$737,500.00","$668,672.49",9.33%
Mill Park,273 Childs Rd,3,Casa,17.9,3082.0,3.0,2.0,3.0,533.0,,,-37.66356,145.05606,10529.0,"$640,000.00","$659,992.08",3.12%
Mill Park,7 Flintoff Ct,3,Casa,17.9,3082.0,3.0,2.0,2.0,617.0,,,-37.6652,145.0364,10529.0,"$665,000.00","$624,063.36",6.16%
Mill Park,8 Northam Ct,3,Casa,17.9,3082.0,3.0,1.0,2.0,644.0,,,-37.66795,145.05018,10529.0,"$625,000.00","$642,189.17",2.75%
Mill Park,61 Pindari Av,3,Casa,17.9,3082.0,3.0,1.0,2.0,531.0,,,-37.65392,145.05106,10529.0,"$590,000.00","$589,470.52",0.09%
Mill Park,5 Protea Ct,3,Casa,17.9,3082.0,3.0,2.0,2.0,604.0,136.0,1985.0,-37.67145,145.0478,10529.0,"$620,000.00","$614,209.40",0.93%
Mitcham,54 Barkly Tce,2,Casa,17.2,3132.0,2.0,1.0,,461.0,,,-37.81713,145.19954,6871.0,"$845,000.00","$922,821.95",9.21%
Mitcham,1/11 Basingstoke Rd,3,Casa,17.2,3132.0,,,,,,,,,6871.0,"$720,000.00","$964,646.65",33.98%
Mitcham,5/35 Glenburnie Rd,3,Terreno,17.2,3132.0,,,,,,,,,6871.0,"$820,000.00","$877,585.51",7.02%
Mitcham,33 Linlithgow St,4,Casa,17.2,3132.0,4.0,2.0,2.0,507.0,,,-37.82282,145.2051,6871.0,"$1,212,000.00","$1,241,234.08",2.41%
Mitcham,1/5 McGhee Av,2,Apartamento,17.2,3132.0,,,,,,,,,6871.0,"$650,000.00","$664,335.00",2.21%
Mitcham,9/385 Mitcham Rd,2,Terreno,17.2,3132.0,,,,,,,,,6871.0,"$730,000.00","$722,116.01",1.08%
Mont Albert,6 Carson Av,4,Casa,10.2,3127.0,4.0,3.0,1.0,553.0,250.0,1927.0,-37.81465,145.10415,2079.0,"$2,300,000.00","$2,085,358.14",9.33%
Mont Albert,3/42 Zetland Rd,2,Apartamento,10.2,3127.0,,,,,,,,,2079.0,"$700,000.00","$663,349.12",5.24%
Montmorency,8 Aanensen Ct,5,Casa,16.2,3094.0,5.0,3.0,2.0,849.0,,,-37.72081,145.12913,3891.0,"$980,000.00","$1,108,372.26",13.10%
Montmorency,1/17 Alexander St,3,Casa,16.2,3094.0,,,,,,,,,3891.0,"$1,080,500.00","$854,285.43",20.94%
Moonee Ponds,37 Addison St,4,Casa,6.2,3039.0,4.0,2.0,1.0,438.0,183.0,1910.0,-37.77011,144.92881,6232.0,"$1,835,000.00","$1,572,046.78",14.33%
Moonee Ponds,23 Byron St,3,Casa,6.2,3039.0,3.0,2.0,2.0,525.0,,,-37.77155,144.92166,6232.0,"$1,800,000.00","$1,412,918.95",21.50%
Moonee Ponds,86C Clarinda Rd,4,Casa,6.2,3039.0,4.0,2.0,2.0,596.0,,,-37.76302,144.90807,6232.0,"$1,683,000.00","$1,752,926.92",4.15%
Moonee Ponds,22 Darling St,4,Casa,6.2,3039.0,4.0,2.0,2.0,550.0,174.0,1940.0,-37.7677,144.91107,6232.0,"$1,800,000.00","$1,656,754.62",7.96%
Moonee Ponds,28 Steele St,4,Casa,6.2,3039.0,4.0,1.0,1.0,669.0,,,-37.76963,144.92948,6232.0,"$1,782,000.00","$1,597,005.31",10.38%
Moorabbin,3/1 Alison St,2,Apartamento,14.3,3189.0,,,,,,,,,2555.0,"$607,000.00","$610,685.50",0.61%
Moorabbin,7/88 Chapel Rd,2,Apartamento,14.3,3189.0,,,,,,,,,2555.0,"$605,000.00","$610,685.50",0.94%
Moorabbin,3 Joan St,3,Casa,14.3,3189.0,3.0,1.0,3.0,636.0,,,-37.94123,145.04988,2555.0,"$1,100,000.00","$1,047,369.98",4.78%
Moorabbin,2/3 William St,2,Apartamento,14.3,3189.0,,,,,,,,,2555.0,"$540,000.00","$610,685.50",13.09%
Mooroolbark,173 Cardigan Rd,3,Casa,26.5,3138.0,3.0,1.0,2.0,1280.0,,,-37.78975,145.33579,8280.0,"$650,000.00","$718,438.58",10.53%
Mooroolbark,33 Highland Cr,4,Casa,26.5,3138.0,4.0,2.0,1.0,983.0,,,-37.79215,145.31267,8280.0,"$790,000.00","$825,082.98",4.44%
Mooroolbark,25 Neville St,3,Casa,26.5,3138.0,3.0,2.0,2.0,862.0,,,-37.78133,145.30885,8280.0,"$940,000.00","$798,403.30",15.06%
Mordialloc,1/13 Albert St,3,Casa,21.5,3195.0,,,,,,,,,3650.0,"$1,055,000.00","$957,854.81",9.21%
Mount Waverley,56 Alice St,4,Casa,14.2,3149.0,4.0,1.0,1.0,738.0,,,-37.8677,145.12696,13366.0,"$1,378,000.00","$1,373,401.46",0.33%
Mount Waverley,69 Bruce St,5,Casa,14.2,3149.0,5.0,2.0,2.0,1058.0,,,-37.88492,145.13459,13366.0,"$855,000.00","$1,618,132.66",89.26%
Mount Waverley,49 Carrol Gr,4,Casa,14.2,3149.0,4.0,2.0,2.0,733.0,,,-37.89139,145.11456,13366.0,"$1,092,000.00","$1,334,772.20",22.23%
Mount Waverley,11 Mummery St,4,Casa,14.2,3149.0,4.0,2.0,2.0,806.0,,,-37.87923,145.12935,13366.0,"$1,705,000.00","$1,745,806.79",2.39%
Mount Waverley,27 Solomon St,3,Casa,14.2,3149.0,3.0,1.0,2.0,660.0,150.0,1968.0,-37.88811,145.11153,13366.0,"$1,000,000.00","$1,212,298.72",21.23%
Mount Waverley,40 Sunhill Rd,3,Casa,14.2,3149.0,3.0,1.0,2.0,724.0,139.0,1960.0,-37.86824,145.128,13366.0,"$1,400,000.00","$1,427,322.05",1.95%
Mount Waverley,68 Wilga St,4,Casa,14.2,3149.0,4.0,2.0,2.0,673.0,259.0,2015.0,-37.89003,145.13272,13366.0,"$1,500,000.00","$1,376,318.05",8.25%
Mulgrave,6 Murdoch Av,3,Casa,18.8,3170.0,3.0,1.0,2.0,648.0,,,-37.91449,145.16173,7113.0,"$960,000.00","$1,098,771.60",14.46%
Murrumbeena,2 Atkinson St,3,Casa,10.1,3163.0,3.0,2.0,1.0,636.0,,,-37.90381,145.06992,4442.0,"$1,300,000.00","$1,464,414.24",12.65%
Murrumbeena,2/1 Kitmont St,1,Apartamento,10.1,3163.0,,,,,,,,,4442.0,"$300,000.00","$296,724.83",1.09%
Murrumbeena,6 Thaxted Rd,3,Casa,10.1,3163.0,3.0,1.0,4.0,663.0,,,-37.89836,145.06843,4442.0,"$1,352,500.00","$1,582,074.25",16.97%
Newport,78 Anderson St,5,Casa,6.2,3015.0,5.0,2.0,3.0,479.0,250.0,2015.0,-37.84456,144.87459,5498.0,"$1,680,000.00","$1,621,938.14",3.46%
Newport,4/42 Bradley St,2,Apartamento,6.2,3015.0,,,,,,,,,5498.0,"$530,000.00","$476,480.45",10.10%
Newport,2A Ford St,2,Casa,6.2,3015.0,2.0,1.0,2.0,173.0,107.0,2009.0,-37.84426,144.87911,5498.0,"$850,000.00","$764,096.61",10.11%
Newport,3/169 Mason St,2,Terreno,6.2,3015.0,,,,,,,,,5498.0,"$625,000.00","$593,500.03",5.04%
Newport,195 Mason St,3,Casa,6.2,3015.0,3.0,1.0,3.0,528.0,110.0,1950.0,-37.84089,144.86617,5498.0,"$1,030,000.00","$983,254.58",4.54%
Newport,3 Mirls St,3,Casa,6.2,3015.0,3.0,1.0,1.0,305.0,,,-37.84541,144.87913,5498.0,"$881,000.00","$980,389.96",11.28%
Niddrie,34 Grandview Rd,3,Casa,10.4,3042.0,3.0,1.0,4.0,650.0,,,-37.73843,144.88903,2291.0,"$1,355,000.00","$1,198,207.70",11.57%
Niddrie,23 Hutchison St,4,Casa,10.4,3042.0,4.0,3.0,2.0,344.0,270.0,2009.0,-37.73779,144.88392,2291.0,"$1,340,000.00","$1,288,185.27",3.87%
Niddrie,63A Nolan St,4,Casa,10.4,3042.0,4.0,3.0,2.0,314.0,270.0,2017.0,-37.741,144.88474,2291.0,"$1,300,000.00","$1,201,602.81",7.57%
Noble Park,14 Kleine St,3,Casa,22.7,3174.0,3.0,1.0,1.0,533.0,,,-37.97064,145.16896,11806.0,"$680,000.00","$655,003.95",3.68%
North Melbourne,7/342 Dryburgh St,3,Apartamento,1.8,3051.0,,,,,,,,,6821.0,"$617,500.00","$1,135,832.43",83.94%
North Melbourne,207/97 Flemington Rd,2,Apartamento,1.8,3051.0,,,,,,,,,6821.0,"$1,605,000.00","$629,244.93",60.79%
North Melbourne,9 George St,3,Casa,1.8,3051.0,3.0,2.0,2.0,214.0,137.0,2004.0,-37.79025,144.94093,6821.0,"$1,270,000.00","$1,689,904.62",33.06%
North Melbourne,70 Provost St,2,Terreno,1.8,3051.0,2.0,1.0,1.0,1145.0,,1996.0,-37.8017,144.94602,6821.0,"$810,000.00","$805,188.82",0.59%
Northcote,4 Balgonie Pl,2,Casa,5.3,3070.0,2.0,1.0,1.0,130.0,73.0,1900.0,-37.77018,144.99969,11364.0,"$940,000.00","$902,102.58",4.03%
Northcote,53 Bent St,2,Casa,5.3,3070.0,2.0,1.0,1.0,240.0,,,-37.76718,144.9949,11364.0,"$1,010,000.00","$1,075,891.94",6.52%
Northcote,40 Bridge St,4,Casa,5.3,3070.0,4.0,1.0,2.0,378.0,,,-37.77813,144.99383,11364.0,"$1,750,000.00","$2,022,468.36",15.57%
Northcote,202/68 Gadd St,2,Apartamento,5.3,3070.0,,,,,,,,,11364.0,"$480,000.00","$572,406.47",19.25%
Northcote,4 Jeffrey St,3,Casa,5.3,3070.0,3.0,1.0,1.0,222.0,108.0,1900.0,-37.78323,145.00957,11364.0,"$1,225,000.00","$1,224,262.51",0.06%
Northcote,9 McLachlan St,3,Casa,5.3,3070.0,3.0,1.0,1.0,423.0,127.0,1930.0,-37.78207,144.99348,11364.0,"$2,125,000.00","$1,483,448.03",30.19%
Northcote,1/30 Ross St,1,Apartamento,5.3,3070.0,,,,,,,,,11364.0,"$375,000.00","$431,162.05",14.98%
Northcote,41 South Cr,4,Casa,5.3,3070.0,4.0,1.0,1.0,561.0,,,-37.77886,145.00307,11364.0,"$1,610,000.00","$1,915,175.96",18.96%
Nunawading,143 Junction Rd,3,Casa,15.4,3131.0,3.0,1.0,4.0,631.0,,,-37.80796,145.17397,4973.0,"$950,000.00","$974,367.69",2.57%
Nunawading,24 Nicholson St,3,Casa,15.4,3131.0,3.0,1.0,1.0,728.0,,,-37.81453,145.17882,4973.0,"$1,115,000.00","$1,104,818.11",0.91%
Nunawading,1/359 Springfield Rd,3,Apartamento,15.4,3131.0,,,,,,,,,4973.0,"$650,000.00","$774,014.35",19.08%
Nunawading,242 Springvale Rd,3,Casa,15.4,3131.0,3.0,2.0,1.0,711.0,,,-37.82665,145.17404,4973.0,"$1,105,000.00","$1,135,873.04",2.79%
Oak Park,5 Curie Av,3,Casa,11.2,3046.0,3.0,1.0,1.0,754.0,,,-37.71626,144.92604,2651.0,"$1,099,000.00","$1,008,629.28",8.22%
Oak Park,1/51 Curie Av,3,Apartamento,11.2,3046.0,,,,,,,,,2651.0,"$555,000.00","$639,707.90",15.26%
Oak Park,2/29 Ethel St,3,Apartamento,11.2,3046.0,,,,,,,,,2651.0,"$780,000.00","$687,035.61",11.92%
Oak Park,4/656 Pascoe Vale Rd,2,Apartamento,11.2,3046.0,,,,,,,,,2651.0,"$541,000.00","$568,055.73",5.00%
Oakleigh,1/103 Burlington St,3,Casa,12.3,3166.0,,,,,,,,,3224.0,"$905,000.00","$1,047,477.08",15.74%
Oakleigh South,13 Norwood St,3,Casa,15.5,3167.0,3.0,1.0,1.0,534.0,,,-37.93735,145.08472,3692.0,"$898,000.00","$934,392.72",4.05%
Parkdale,10 Cherrington Ct,4,Casa,21.5,3195.0,4.0,2.0,2.0,650.0,215.0,1970.0,-37.9941,145.08355,5087.0,"$1,100,000.00","$1,351,211.55",22.84%
Parkdale,3/19 Herbert St,2,Apartamento,21.5,3195.0,,,,,,,,,5087.0,"$700,000.00","$586,090.83",16.27%
Parkdale,22/156 Lower Dandenong Rd,2,Apartamento,21.5,3195.0,,,,,,,,,5087.0,"$562,500.00","$642,897.22",14.29%
Pascoe Vale,2/2 Archibald St,2,Apartamento,8.5,3044.0,2.0,1.0,1.0,167.0,,,-37.73031,144.93294,7485.0,"$660,000.00","$534,051.71",19.08%
Pascoe Vale,57 Northumberland Rd,4,Casa,8.5,3044.0,,,,,,,-37.72446,144.93197,7485.0,"$900,000.00","$860,030.69",4.44%
Pascoe Vale,30 Park St,2,Casa,8.5,3044.0,2.0,1.0,1.0,486.0,,,-37.72619,144.92447,7485.0,"$852,000.00","$828,833.85",2.72%
Pascoe Vale,3 Quick St,4,Casa,8.5,3044.0,4.0,2.0,2.0,283.0,168.0,2000.0,-37.72196,144.93017,7485.0,"$863,000.00","$854,717.10",0.96%
Pascoe Vale,1/7 Sylvan Gr,2,Casa,8.5,3044.0,,,,,,,,,7485.0,"$636,000.00","$792,812.24",24.66%
Pascoe Vale,7/17 View St,2,Terreno,8.5,3044.0,,,,,,,,,7485.0,"$548,000.00","$563,743.90",2.87%
Pascoe Vale,16 Wicklow St,3,Casa,8.5,3044.0,3.0,1.0,2.0,500.0,,,-37.71867,144.94259,7485.0,"$830,000.00","$850,499.44",2.47%
Patterson Lakes,5/260 McLeod Rd,3,Apartamento,31.2,3197.0,,,,,,,,,3351.0,"$607,000.00","$597,985.60",1.49%
Patterson Lakes,3 Town La,4,Casa,31.2,3197.0,4.0,2.0,2.0,460.0,236.0,2010.0,-38.06049,145.14094,3351.0,"$975,000.00","$759,161.49",22.14%
Point Cook,10/39 Astley Cr,3,Apartamento,14.7,3030.0,,,,,,,,,15542.0,"$485,000.00","$554,889.08",14.41%
Point Cook,1 Daisy Dr,4,Casa,14.7,3030.0,4.0,2.0,2.0,540.0,,,-37.90482,144.75049,15542.0,"$738,000.00","$661,379.66",10.38%
Point Cook,6 Lincolnheath Bvd,4,Casa,14.7,3030.0,4.0,2.0,2.0,700.0,235.0,2010.0,-37.90265,144.7522,15542.0,"$830,000.00","$703,285.85",15.27%
Port Melbourne,844/1 Esplanade Pl,2,Apartamento,3.5,3207.0,,,,,,,,,8648.0,"$865,000.00","$941,767.11",8.87%
Port Melbourne,376 Howe Pde,3,Casa,3.5,3207.0,3.0,1.0,1.0,323.0,,,-37.83687,144.92593,8648.0,"$1,276,000.00","$1,642,227.51",28.70%
Port Melbourne,1 Page Av,4,Casa,3.5,3207.0,4.0,1.0,,329.0,,,-37.83641,144.92679,8648.0,"$1,820,000.00","$1,927,197.30",5.89%
Port Melbourne,20/33 Princes St,3,Apartamento,3.5,3207.0,,,,,,,,,8648.0,"$1,110,000.00","$1,380,424.86",24.36%
Port Melbourne,301/142 Rouse St,2,Apartamento,3.5,3207.0,,,,,,,,,8648.0,"$1,300,000.00","$941,767.11",27.56%
Prahran,62 Aberdeen Rd,4,Casa,4.6,3181.0,4.0,3.0,2.0,164.0,,,-37.85288,145.00531,7717.0,"$2,420,000.00","$2,410,322.45",0.40%
Prahran,4/261 Dandenong Rd,2,Apartamento,4.6,3181.0,,,,,,,,,7717.0,"$788,000.00","$676,991.89",14.09%
Prahran,389 High St,2,Casa,4.6,3181.0,2.0,2.0,0.0,164.0,135.0,1915.0,-37.85277,145.00129,7717.0,"$1,350,000.00","$1,427,116.03",5.71%
Prahran,14/8 Sydney St,2,Apartamento,4.6,3181.0,,,,,,,,,7717.0,"$720,000.00","$680,700.56",5.46%
Preston,91 Dundas St,3,Casa,8.4,3072.0,3.0,1.0,,301.0,0.0,1935.0,-37.75302,145.00948,14577.0,"$950,000.00","$893,912.59",5.90%
Preston,50 Garnet St,2,Terreno,8.4,3072.0,2.0,1.0,2.0,152.0,110.0,2005.0,-37.74542,145.00086,14577.0,"$635,000.00","$651,440.14",2.59%
Preston,252 Gower St,3,Casa,8.4,3072.0,3.0,1.0,1.0,353.0,112.0,1925.0,-37.74064,145.00746,14577.0,"$1,000,000.00","$949,639.78",5.04%
Preston,68 Hotham St,3,Casa,8.4,3072.0,3.0,2.0,1.0,206.0,108.0,1890.0,-37.74731,145.00751,14577.0,"$1,250,000.00","$919,830.03",26.41%
Preston,6 Irene St,3,Casa,8.4,3072.0,3.0,1.0,4.0,475.0,,,-37.74465,145.00603,14577.0,"$870,000.00","$954,601.50",9.72%
Preston,48 Malpas St,3,Casa,8.4,3072.0,3.0,1.0,2.0,535.0,,,-37.734,145.0202,14577.0,"$1,085,000.00","$948,690.53",12.56%
Preston,63 Malpas St,3,Casa,8.4,3072.0,3.0,1.0,1.0,650.0,,,-37.73412,145.0186,14577.0,"$752,000.00","$1,083,962.35",44.14%
Preston,113/100 Plenty Rd,2,Apartamento,8.4,3072.0,,,,,,,,,14577.0,"$350,000.00","$472,449.36",34.99%
Princes Hill,244 Richardson St,2,Casa,3.5,3054.0,2.0,2.0,1.0,124.0,,,-37.78395,144.96755,1008.0,"$1,530,000.00","$1,384,966.31",9.48%
Reservoir,2/17 Barton St,3,Apartamento,12.0,3073.0,,,,,,,,,21650.0,"$725,000.00","$632,100.70",12.81%
Reservoir,8/15 Chenies St,2,Apartamento,12.0,3073.0,,,,,,,,,21650.0,"$570,000.00","$477,781.14",16.18%
Reservoir,36 Crispe St,3,Casa,12.0,3073.0,3.0,1.0,3.0,625.0,,,-37.72626,144.99482,21650.0,"$1,022,000.00","$920,506.47",9.93%
Reservoir,30 Elinda Pl,2,Casa,12.0,3073.0,2.0,1.0,1.0,144.0,95.0,2002.0,-37.69824,145.02372,21650.0,"$445,000.00","$503,817.57",13.22%
Reservoir,604A Gilbert Rd,2,Casa,12.0,3073.0,2.0,2.0,2.0,192.0,,1943.0,-37.72589,144.99266,21650.0,"$730,000.00","$675,062.84",7.53%
